ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.BuscarLocalTestDiagnosis	buscarlocaltestdiagnosis	1590161608069	 	3.3.1
REQUEST	3873		ThereAreResults	1590161682419	1590161682424	OK	 
REQUEST	5064		Welcome	1590161682420	1590161682426	OK	 
USER	BuscarLocalPositivoTest	3384	END	1590161658391	1590161682430
USER	BuscarLocalNegativoTest	2789	END	1590161649400	1590161682441
REQUEST	4610		BuscarLocalForm	1590161682441	1590161682443	OK	 
REQUEST	4574		BuscarLocalForm	1590161682441	1590161682443	OK	 
USER	BuscarLocalPositivoTest	3385	END	1590161658423	1590161682446
USER	BuscarLocalNegativoTest	5101	START	1590161682446	1590161682446
USER	BuscarLocalPositivoTest	5065	START	1590161682446	1590161682446
REQUEST	3909		ThereAreNoResults	1590161682446	1590161682449	OK	 
REQUEST	3874		ThereAreResults	1590161682446	1590161682449	OK	 
REQUEST	5065		Welcome	1590161682446	1590161682451	OK	 
REQUEST	5101		Welcome	1590161682446	1590161682451	OK	 
USER	BuscarLocalNegativoTest	2790	END	1590161649430	1590161682456
REQUEST	4575		BuscarLocalForm	1590161682466	1590161682468	OK	 
USER	BuscarLocalPositivoTest	5066	START	1590161682477	1590161682477
USER	BuscarLocalPositivoTest	3386	END	1590161658446	1590161682478
USER	BuscarLocalNegativoTest	5102	START	1590161682477	1590161682477
REQUEST	4611		BuscarLocalForm	1590161682477	1590161682481	OK	 
REQUEST	3875		ThereAreResults	1590161682477	1590161682482	OK	 
REQUEST	5066		Welcome	1590161682478	1590161682484	OK	 
REQUEST	5102		Welcome	1590161682479	1590161682484	OK	 
USER	BuscarLocalNegativoTest	2791	END	1590161649456	1590161682492
REQUEST	3910		ThereAreNoResults	1590161682492	1590161682494	OK	 
USER	BuscarLocalPositivoTest	3387	END	1590161658467	1590161682496
REQUEST	4576		BuscarLocalForm	1590161682496	1590161682498	OK	 
REQUEST	3911		ThereAreNoResults	1590161682496	1590161682500	OK	 
REQUEST	4612		BuscarLocalForm	1590161682496	1590161682500	OK	 
REQUEST	3876		ThereAreResults	1590161682496	1590161682500	OK	 
USER	BuscarLocalPositivoTest	5067	START	1590161682506	1590161682506
USER	BuscarLocalNegativoTest	5103	START	1590161682506	1590161682506
REQUEST	3877		ThereAreResults	1590161682506	1590161682509	OK	 
REQUEST	5067		Welcome	1590161682506	1590161682510	OK	 
REQUEST	5103		Welcome	1590161682506	1590161682510	OK	 
USER	BuscarLocalPositivoTest	3388	END	1590161658499	1590161682516
REQUEST	3912		ThereAreNoResults	1590161682516	1590161682518	OK	 
USER	BuscarLocalNegativoTest	2792	END	1590161649490	1590161682527
REQUEST	4613		BuscarLocalForm	1590161682527	1590161682531	OK	 
USER	BuscarLocalNegativoTest	5104	START	1590161682530	1590161682530
REQUEST	4577		BuscarLocalForm	1590161682528	1590161682533	OK	 
REQUEST	5104		Welcome	1590161682532	1590161682536	OK	 
USER	BuscarLocalPositivoTest	5068	START	1590161682536	1590161682536
REQUEST	5068		Welcome	1590161682536	1590161682540	OK	 
USER	BuscarLocalNegativoTest	2793	END	1590161649516	1590161682546
USER	BuscarLocalNegativoTest	5105	START	1590161682557	1590161682557
USER	BuscarLocalPositivoTest	5069	START	1590161682557	1590161682557
REQUEST	4614		BuscarLocalForm	1590161682557	1590161682559	OK	 
REQUEST	4578		BuscarLocalForm	1590161682557	1590161682559	OK	 
REQUEST	3878		ThereAreResults	1590161682557	1590161682561	OK	 
REQUEST	5069		Welcome	1590161682558	1590161682566	OK	 
REQUEST	5105		Welcome	1590161682557	1590161682567	OK	 
USER	BuscarLocalPositivoTest	3389	END	1590161658535	1590161682568
REQUEST	3913		ThereAreNoResults	1590161682568	1590161682571	OK	 
REQUEST	4615		BuscarLocalForm	1590161682580	1590161682582	OK	 
USER	BuscarLocalNegativoTest	2794	END	1590161649552	1590161682591
USER	BuscarLocalPositivoTest	3390	END	1590161658557	1590161682591
USER	BuscarLocalNegativoTest	5106	START	1590161682591	1590161682591
USER	BuscarLocalPositivoTest	5070	START	1590161682591	1590161682591
REQUEST	4579		BuscarLocalForm	1590161682591	1590161682595	OK	 
REQUEST	3879		ThereAreResults	1590161682591	1590161682595	OK	 
REQUEST	5070		Welcome	1590161682592	1590161682597	OK	 
REQUEST	3914		ThereAreNoResults	1590161682591	1590161682597	OK	 
USER	BuscarLocalNegativoTest	2795	END	1590161649574	1590161682601
REQUEST	5106		Welcome	1590161682591	1590161682602	OK	 
REQUEST	4580		BuscarLocalForm	1590161682607	1590161682608	OK	 
USER	BuscarLocalNegativoTest	2796	END	1590161649597	1590161682622
REQUEST	3880		ThereAreResults	1590161682621	1590161682624	OK	 
REQUEST	4616		BuscarLocalForm	1590161682623	1590161682625	OK	 
USER	BuscarLocalPositivoTest	5071	START	1590161682626	1590161682626
REQUEST	3915		ThereAreNoResults	1590161682622	1590161682627	OK	 
USER	BuscarLocalPositivoTest	3391	END	1590161658590	1590161682628
USER	BuscarLocalNegativoTest	5107	START	1590161682628	1590161682628
REQUEST	5071		Welcome	1590161682626	1590161682632	OK	 
REQUEST	5107		Welcome	1590161682628	1590161682633	OK	 
USER	BuscarLocalPositivoTest	3392	END	1590161658617	1590161682639
REQUEST	3916		ThereAreNoResults	1590161682639	1590161682642	OK	 
REQUEST	3881		ThereAreResults	1590161682639	1590161682642	OK	 
USER	BuscarLocalPositivoTest	5072	START	1590161682649	1590161682649
USER	BuscarLocalNegativoTest	5108	START	1590161682649	1590161682649
REQUEST	4581		BuscarLocalForm	1590161682649	1590161682652	OK	 
REQUEST	4617		BuscarLocalForm	1590161682649	1590161682653	OK	 
REQUEST	5072		Welcome	1590161682650	1590161682654	OK	 
REQUEST	5108		Welcome	1590161682650	1590161682656	OK	 
USER	BuscarLocalNegativoTest	2797	END	1590161649630	1590161682671
REQUEST	4618		BuscarLocalForm	1590161682670	1590161682673	OK	 
REQUEST	4582		BuscarLocalForm	1590161682672	1590161682674	OK	 
USER	BuscarLocalPositivoTest	3393	END	1590161658650	1590161682676
USER	BuscarLocalNegativoTest	5109	START	1590161682676	1590161682676
USER	BuscarLocalPositivoTest	5073	START	1590161682676	1590161682676
REQUEST	3917		ThereAreNoResults	1590161682676	1590161682680	OK	 
REQUEST	3882		ThereAreResults	1590161682676	1590161682681	OK	 
REQUEST	5109		Welcome	1590161682677	1590161682682	OK	 
REQUEST	5073		Welcome	1590161682678	1590161682684	OK	 
REQUEST	3918		ThereAreNoResults	1590161682686	1590161682689	OK	 
REQUEST	3883		ThereAreResults	1590161682686	1590161682689	OK	 
USER	BuscarLocalNegativoTest	2798	END	1590161649661	1590161682697
USER	BuscarLocalPositivoTest	3394	END	1590161658672	1590161682697
REQUEST	4583		BuscarLocalForm	1590161682697	1590161682699	OK	 
REQUEST	4619		BuscarLocalForm	1590161682697	1590161682700	OK	 
USER	BuscarLocalNegativoTest	5110	START	1590161682708	1590161682708
USER	BuscarLocalPositivoTest	5074	START	1590161682708	1590161682708
REQUEST	5074		Welcome	1590161682708	1590161682712	OK	 
REQUEST	5110		Welcome	1590161682708	1590161682713	OK	 
USER	BuscarLocalNegativoTest	2799	END	1590161649693	1590161682730
USER	BuscarLocalPositivoTest	3395	END	1590161658697	1590161682730
USER	BuscarLocalNegativoTest	5111	START	1590161682730	1590161682730
REQUEST	4584		BuscarLocalForm	1590161682730	1590161682732	OK	 
REQUEST	3919		ThereAreNoResults	1590161682730	1590161682734	OK	 
REQUEST	4620		BuscarLocalForm	1590161682730	1590161682734	OK	 
REQUEST	3884		ThereAreResults	1590161682730	1590161682734	OK	 
REQUEST	5111		Welcome	1590161682731	1590161682736	OK	 
USER	BuscarLocalNegativoTest	2800	END	1590161649718	1590161682742
USER	BuscarLocalPositivoTest	5075	START	1590161682742	1590161682742
REQUEST	5075		Welcome	1590161682742	1590161682747	OK	 
USER	BuscarLocalPositivoTest	3396	END	1590161658730	1590161682756
USER	BuscarLocalNegativoTest	5112	START	1590161682756	1590161682756
USER	BuscarLocalPositivoTest	5076	START	1590161682756	1590161682756
REQUEST	4585		BuscarLocalForm	1590161682756	1590161682759	OK	 
REQUEST	3920		ThereAreNoResults	1590161682756	1590161682760	OK	 
REQUEST	3885		ThereAreResults	1590161682756	1590161682760	OK	 
REQUEST	4621		BuscarLocalForm	1590161682756	1590161682761	OK	 
REQUEST	5076		Welcome	1590161682757	1590161682764	OK	 
REQUEST	5112		Welcome	1590161682756	1590161682764	OK	 
REQUEST	4622		BuscarLocalForm	1590161682777	1590161682779	OK	 
USER	BuscarLocalNegativoTest	2801	END	1590161649750	1590161682787
USER	BuscarLocalPositivoTest	5077	START	1590161682787	1590161682787
USER	BuscarLocalNegativoTest	5113	START	1590161682787	1590161682787
REQUEST	4586		BuscarLocalForm	1590161682787	1590161682790	OK	 
REQUEST	5077		Welcome	1590161682788	1590161682792	OK	 
REQUEST	5113		Welcome	1590161682788	1590161682793	OK	 
USER	BuscarLocalNegativoTest	2802	END	1590161649768	1590161682798
REQUEST	3921		ThereAreNoResults	1590161682797	1590161682800	OK	 
REQUEST	3886		ThereAreResults	1590161682797	1590161682800	OK	 
REQUEST	4623		BuscarLocalForm	1590161682797	1590161682802	OK	 
USER	BuscarLocalPositivoTest	3397	END	1590161658768	1590161682808
USER	BuscarLocalPositivoTest	3398	END	1590161658800	1590161682818
USER	BuscarLocalNegativoTest	5114	START	1590161682818	1590161682818
USER	BuscarLocalPositivoTest	5078	START	1590161682818	1590161682818
REQUEST	4587		BuscarLocalForm	1590161682818	1590161682823	OK	 
REQUEST	5114		Welcome	1590161682819	1590161682824	OK	 
REQUEST	5078		Welcome	1590161682820	1590161682825	OK	 
USER	BuscarLocalNegativoTest	2803	END	1590161649799	1590161682829
REQUEST	3922		ThereAreNoResults	1590161682829	1590161682833	OK	 
REQUEST	3887		ThereAreResults	1590161682829	1590161682833	OK	 
REQUEST	4588		BuscarLocalForm	1590161682839	1590161682841	OK	 
REQUEST	4624		BuscarLocalForm	1590161682839	1590161682841	OK	 
USER	BuscarLocalNegativoTest	5149	START	1590161682850	1590161682850
USER	BuscarLocalPositivoTest	5115	START	1590161682850	1590161682850
REQUEST	5115		Welcome	1590161682850	1590161682854	OK	 
REQUEST	5149		Welcome	1590161682850	1590161682855	OK	 
USER	BuscarLocalPositivoTest	3433	END	1590161658821	1590161682861
REQUEST	3923		ThereAreResults	1590161682861	1590161682863	OK	 
REQUEST	3958		ThereAreNoResults	1590161682861	1590161682863	OK	 
USER	BuscarLocalNegativoTest	2804	END	1590161649831	1590161682871
USER	BuscarLocalPositivoTest	5116	START	1590161682876	1590161682876
USER	BuscarLocalNegativoTest	5150	START	1590161682876	1590161682876
REQUEST	4625		BuscarLocalForm	1590161682876	1590161682878	OK	 
REQUEST	4659		BuscarLocalForm	1590161682876	1590161682879	OK	 
REQUEST	5116		Welcome	1590161682876	1590161682882	OK	 
REQUEST	5150		Welcome	1590161682876	1590161682882	OK	 
USER	BuscarLocalPositivoTest	3434	END	1590161658855	1590161682887
USER	BuscarLocalNegativoTest	2840	END	1590161649856	1590161682887
REQUEST	3959		ThereAreNoResults	1590161682897	1590161682899	OK	 
REQUEST	3924		ThereAreResults	1590161682897	1590161682899	OK	 
REQUEST	4660		BuscarLocalForm	1590161682897	1590161682900	OK	 
REQUEST	4626		BuscarLocalForm	1590161682897	1590161682900	OK	 
USER	BuscarLocalPositivoTest	5117	START	1590161682908	1590161682908
USER	BuscarLocalNegativoTest	5151	START	1590161682908	1590161682908
REQUEST	3925		ThereAreResults	1590161682908	1590161682911	OK	 
REQUEST	3960		ThereAreNoResults	1590161682908	1590161682912	OK	 
REQUEST	5117		Welcome	1590161682908	1590161682913	OK	 
REQUEST	5151		Welcome	1590161682908	1590161682914	OK	 
USER	BuscarLocalPositivoTest	3435	END	1590161658880	1590161682919
USER	BuscarLocalNegativoTest	2841	END	1590161649883	1590161682919
REQUEST	4627		BuscarLocalForm	1590161682919	1590161682921	OK	 
REQUEST	4661		BuscarLocalForm	1590161682919	1590161682921	OK	 
USER	BuscarLocalPositivoTest	3436	END	1590161658908	1590161682940
USER	BuscarLocalPositivoTest	5118	START	1590161682940	1590161682940
USER	BuscarLocalNegativoTest	5152	START	1590161682940	1590161682940
USER	BuscarLocalNegativoTest	2842	END	1590161649907	1590161682941
REQUEST	3926		ThereAreResults	1590161682940	1590161682943	OK	 
REQUEST	3961		ThereAreNoResults	1590161682940	1590161682945	OK	 
REQUEST	5152		Welcome	1590161682940	1590161682946	OK	 
REQUEST	5118		Welcome	1590161682940	1590161682947	OK	 
REQUEST	3927		ThereAreResults	1590161682950	1590161682952	OK	 
REQUEST	3962		ThereAreNoResults	1590161682950	1590161682954	OK	 
USER	BuscarLocalNegativoTest	2843	END	1590161649936	1590161682961
REQUEST	4662		BuscarLocalForm	1590161682961	1590161682962	OK	 
REQUEST	4628		BuscarLocalForm	1590161682961	1590161682963	OK	 
USER	BuscarLocalPositivoTest	3437	END	1590161658936	1590161682971
USER	BuscarLocalPositivoTest	5119	START	1590161682971	1590161682971
USER	BuscarLocalNegativoTest	5153	START	1590161682971	1590161682971
REQUEST	5119		Welcome	1590161682972	1590161682977	OK	 
REQUEST	5153		Welcome	1590161682972	1590161682977	OK	 
REQUEST	4629		BuscarLocalForm	1590161682989	1590161682991	OK	 
REQUEST	4663		BuscarLocalForm	1590161682989	1590161682992	OK	 
USER	BuscarLocalPositivoTest	3438	END	1590161658968	1590161683001
USER	BuscarLocalNegativoTest	2844	END	1590161649969	1590161683001
USER	BuscarLocalPositivoTest	5120	START	1590161683001	1590161683001
USER	BuscarLocalNegativoTest	5154	START	1590161683001	1590161683001
REQUEST	3963		ThereAreNoResults	1590161683000	1590161683004	OK	 
REQUEST	3928		ThereAreResults	1590161683000	1590161683004	OK	 
REQUEST	5154		Welcome	1590161683002	1590161683007	OK	 
REQUEST	5120		Welcome	1590161683002	1590161683007	OK	 
USER	BuscarLocalPositivoTest	3439	END	1590161659001	1590161683016
REQUEST	4664		BuscarLocalForm	1590161683016	1590161683018	OK	 
REQUEST	4630		BuscarLocalForm	1590161683016	1590161683018	OK	 
USER	BuscarLocalNegativoTest	2845	END	1590161649990	1590161683026
USER	BuscarLocalNegativoTest	5155	START	1590161683026	1590161683026
USER	BuscarLocalPositivoTest	5121	START	1590161683026	1590161683026
REQUEST	3964		ThereAreNoResults	1590161683026	1590161683029	OK	 
REQUEST	3929		ThereAreResults	1590161683026	1590161683031	OK	 
REQUEST	5155		Welcome	1590161683026	1590161683032	OK	 
REQUEST	5121		Welcome	1590161683027	1590161683032	OK	 
USER	BuscarLocalPositivoTest	3440	END	1590161659016	1590161683047
USER	BuscarLocalPositivoTest	5122	START	1590161683048	1590161683048
REQUEST	4665		BuscarLocalForm	1590161683047	1590161683050	OK	 
REQUEST	4631		BuscarLocalForm	1590161683047	1590161683051	OK	 
USER	BuscarLocalNegativoTest	5156	START	1590161683052	1590161683052
REQUEST	5122		Welcome	1590161683048	1590161683054	OK	 
USER	BuscarLocalNegativoTest	2846	END	1590161650022	1590161683056
REQUEST	5156		Welcome	1590161683052	1590161683057	OK	 
REQUEST	3930		ThereAreResults	1590161683056	1590161683059	OK	 
REQUEST	3965		ThereAreNoResults	1590161683058	1590161683060	OK	 
USER	BuscarLocalPositivoTest	3441	END	1590161659048	1590161683069
USER	BuscarLocalPositivoTest	5123	START	1590161683079	1590161683079
USER	BuscarLocalNegativoTest	5157	START	1590161683079	1590161683079
REQUEST	4666		BuscarLocalForm	1590161683079	1590161683082	OK	 
REQUEST	4632		BuscarLocalForm	1590161683079	1590161683082	OK	 
REQUEST	5157		Welcome	1590161683080	1590161683085	OK	 
REQUEST	5123		Welcome	1590161683080	1590161683086	OK	 
USER	BuscarLocalNegativoTest	2847	END	1590161650046	1590161683090
REQUEST	3966		ThereAreNoResults	1590161683090	1590161683093	OK	 
REQUEST	3931		ThereAreResults	1590161683090	1590161683093	OK	 
REQUEST	3967		ThereAreNoResults	1590161683101	1590161683104	OK	 
REQUEST	3932		ThereAreResults	1590161683101	1590161683104	OK	 
REQUEST	4633		BuscarLocalForm	1590161683105	1590161683107	OK	 
USER	BuscarLocalNegativoTest	2848	END	1590161650078	1590161683107
USER	BuscarLocalPositivoTest	3442	END	1590161659076	1590161683108
USER	BuscarLocalPositivoTest	5124	START	1590161683109	1590161683109
REQUEST	4667		BuscarLocalForm	1590161683108	1590161683110	OK	 
USER	BuscarLocalNegativoTest	5158	START	1590161683110	1590161683110
REQUEST	5124		Welcome	1590161683109	1590161683113	OK	 
REQUEST	5158		Welcome	1590161683111	1590161683115	OK	 
REQUEST	4634		BuscarLocalForm	1590161683130	1590161683132	OK	 
REQUEST	4668		BuscarLocalForm	1590161683130	1590161683133	OK	 
USER	BuscarLocalNegativoTest	5159	START	1590161683141	1590161683141
USER	BuscarLocalPositivoTest	5125	START	1590161683141	1590161683141
USER	BuscarLocalPositivoTest	3443	END	1590161659108	1590161683142
REQUEST	3933		ThereAreResults	1590161683141	1590161683144	OK	 
REQUEST	3968		ThereAreNoResults	1590161683141	1590161683144	OK	 
REQUEST	5159		Welcome	1590161683141	1590161683146	OK	 
REQUEST	5125		Welcome	1590161683141	1590161683146	OK	 
USER	BuscarLocalNegativoTest	2849	END	1590161650108	1590161683152
REQUEST	4635		BuscarLocalForm	1590161683156	1590161683157	OK	 
REQUEST	4669		BuscarLocalForm	1590161683156	1590161683157	OK	 
USER	BuscarLocalNegativoTest	5160	START	1590161683167	1590161683167
USER	BuscarLocalPositivoTest	5126	START	1590161683166	1590161683166
USER	BuscarLocalPositivoTest	3444	END	1590161659137	1590161683166
REQUEST	3969		ThereAreNoResults	1590161683166	1590161683170	OK	 
REQUEST	3934		ThereAreResults	1590161683166	1590161683171	OK	 
REQUEST	5126		Welcome	1590161683167	1590161683172	OK	 
REQUEST	5160		Welcome	1590161683167	1590161683173	OK	 
USER	BuscarLocalNegativoTest	2850	END	1590161650138	1590161683177
REQUEST	4670		BuscarLocalForm	1590161683187	1590161683189	OK	 
REQUEST	4636		BuscarLocalForm	1590161683187	1590161683190	OK	 
USER	BuscarLocalPositivoTest	3445	END	1590161659168	1590161683197
USER	BuscarLocalNegativoTest	5161	START	1590161683197	1590161683197
USER	BuscarLocalPositivoTest	5127	START	1590161683197	1590161683197
REQUEST	3970		ThereAreNoResults	1590161683197	1590161683201	OK	 
REQUEST	5127		Welcome	1590161683198	1590161683204	OK	 
REQUEST	5161		Welcome	1590161683198	1590161683204	OK	 
REQUEST	3935		ThereAreResults	1590161683197	1590161683207	OK	 
USER	BuscarLocalNegativoTest	2851	END	1590161650176	1590161683219
REQUEST	4637		BuscarLocalForm	1590161683219	1590161683221	OK	 
REQUEST	4671		BuscarLocalForm	1590161683219	1590161683222	OK	 
USER	BuscarLocalNegativoTest	2852	END	1590161650199	1590161683226
USER	BuscarLocalPositivoTest	3446	END	1590161659201	1590161683228
REQUEST	3936		ThereAreResults	1590161683226	1590161683229	OK	 
USER	BuscarLocalNegativoTest	5162	START	1590161683230	1590161683230
USER	BuscarLocalPositivoTest	5128	START	1590161683230	1590161683230
REQUEST	5162		Welcome	1590161683230	1590161683235	OK	 
REQUEST	5128		Welcome	1590161683230	1590161683236	OK	 
REQUEST	3971		ThereAreNoResults	1590161683238	1590161683240	OK	 
USER	BuscarLocalNegativoTest	2853	END	1590161650221	1590161683248
REQUEST	3972		ThereAreNoResults	1590161683248	1590161683253	OK	 
REQUEST	3937		ThereAreResults	1590161683249	1590161683254	OK	 
REQUEST	4672		BuscarLocalForm	1590161683251	1590161683254	OK	 
USER	BuscarLocalPositivoTest	5129	START	1590161683255	1590161683255
USER	BuscarLocalNegativoTest	5163	START	1590161683255	1590161683255
REQUEST	4638		BuscarLocalForm	1590161683255	1590161683258	OK	 
REQUEST	5163		Welcome	1590161683256	1590161683260	OK	 
REQUEST	5129		Welcome	1590161683255	1590161683262	OK	 
USER	BuscarLocalPositivoTest	3447	END	1590161659217	1590161683267
USER	BuscarLocalNegativoTest	2854	END	1590161650246	1590161683277
