ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.CrearAnuncioTest	crearanunciotest	1590177273315	 	3.3.1
USER	CrearAnuncioTestPositivo	4017	START	1590177355398	1590177355398
REQUEST	929		FieldEmpty Redirect 1	1590177355397	1590177355401	OK	 
REQUEST	2616		Logged	1590177355390	1590177355403	OK	 
REQUEST	2616		Logged Redirect 1	1590177355403	1590177355405	OK	 
REQUEST	2641		Logged	1590177355390	1590177355406	OK	 
REQUEST	4017		Welcome	1590177355398	1590177355408	OK	 
REQUEST	4042		Welcome	1590177355398	1590177355408	OK	 
REQUEST	2641		Logged Redirect 1	1590177355406	1590177355409	OK	 
USER	CrearAnuncioTestPositivo	564	END	1590177286303	1590177355416
REQUEST	1391		FormAnuncio	1590177355414	1590177355417	OK	 
REQUEST	933		FieldEmpty	1590177355414	1590177355417	OK	 
REQUEST	1391		FormAnuncio Redirect 1	1590177355418	1590177355419	OK	 
REQUEST	1366		FormAnuncio	1590177355414	1590177355420	OK	 
REQUEST	933		FieldEmpty Redirect 1	1590177355418	1590177355421	OK	 
REQUEST	1366		FormAnuncio Redirect 1	1590177355420	1590177355422	OK	 
REQUEST	3567		Login	1590177355422	1590177355424	OK	 
REQUEST	3592		Login	1590177355423	1590177355425	OK	 
REQUEST	895		FieldEmpty	1590177355424	1590177355426	OK	 
REQUEST	895		FieldEmpty Redirect 1	1590177355426	1590177355428	OK	 
USER	CrearAnuncioTestPositivo	566	END	1590177286381	1590177355429
USER	CrearAnuncioTestPositivo	565	END	1590177286338	1590177355446
USER	CrearAnuncioTestNegativo	4043	START	1590177355446	1590177355446
USER	CrearAnuncioTestPositivo	4018	START	1590177355446	1590177355446
REQUEST	4043		Welcome	1590177355446	1590177355451	OK	 
REQUEST	1392		FormAnuncio	1590177355449	1590177355453	OK	 
REQUEST	2642		Logged	1590177355448	1590177355453	OK	 
REQUEST	4018		Welcome	1590177355446	1590177355454	OK	 
REQUEST	2642		Logged Redirect 1	1590177355453	1590177355455	OK	 
REQUEST	2617		Logged	1590177355448	1590177355456	OK	 
REQUEST	1392		FormAnuncio Redirect 1	1590177355453	1590177355456	OK	 
REQUEST	2617		Logged Redirect 1	1590177355456	1590177355458	OK	 
REQUEST	3568		Login	1590177355461	1590177355464	OK	 
REQUEST	1367		FormAnuncio	1590177355462	1590177355465	OK	 
REQUEST	3593		Login	1590177355461	1590177355465	OK	 
REQUEST	1367		FormAnuncio Redirect 1	1590177355465	1590177355466	OK	 
USER	CrearAnuncioTestPositivo	4019	START	1590177355478	1590177355478
USER	CrearAnuncioTestNegativo	4044	START	1590177355478	1590177355478
REQUEST	4019		Welcome	1590177355478	1590177355482	OK	 
REQUEST	4044		Welcome	1590177355478	1590177355482	OK	 
REQUEST	2618		Logged	1590177355478	1590177355483	OK	 
REQUEST	2643		Logged	1590177355478	1590177355484	OK	 
REQUEST	2618		Logged Redirect 1	1590177355483	1590177355484	OK	 
REQUEST	2643		Logged Redirect 1	1590177355484	1590177355486	OK	 
USER	CrearAnuncioTestPositivo	567	END	1590177286428	1590177355492
USER	CrearAnuncioTestNegativo	62	END	1590177275221	1590177355509
USER	CrearAnuncioTestPositivo	568	END	1590177286459	1590177355510
REQUEST	1393		FormAnuncio	1590177355508	1590177355511	OK	 
REQUEST	1393		FormAnuncio Redirect 1	1590177355511	1590177355513	OK	 
REQUEST	1368		FormAnuncio	1590177355515	1590177355517	OK	 
REQUEST	2619		Logged	1590177355508	1590177355517	OK	 
REQUEST	2644		Logged	1590177355508	1590177355517	OK	 
USER	CrearAnuncioTestPositivo	4020	START	1590177355518	1590177355518
USER	CrearAnuncioTestNegativo	4045	START	1590177355518	1590177355518
REQUEST	3569		Login	1590177355518	1590177355520	OK	 
REQUEST	2619		Logged Redirect 1	1590177355517	1590177355522	OK	 
REQUEST	4020		Welcome	1590177355518	1590177355523	OK	 
REQUEST	1368		FormAnuncio Redirect 1	1590177355517	1590177355523	OK	 
REQUEST	2644		Logged Redirect 1	1590177355517	1590177355524	OK	 
REQUEST	3594		Login	1590177355518	1590177355524	OK	 
REQUEST	4045		Welcome	1590177355518	1590177355526	OK	 
REQUEST	1758		ShowFiesta	1590177355532	1590177355535	OK	 
REQUEST	1759		ShowFiesta	1590177355534	1590177355537	OK	 
USER	CrearAnuncioTestPositivo	569	END	1590177286501	1590177355539
REQUEST	1369		FormAnuncio	1590177355541	1590177355544	OK	 
REQUEST	3595		Login	1590177355541	1590177355543	OK	 
REQUEST	897		FieldEmpty	1590177355541	1590177355544	OK	 
REQUEST	1369		FormAnuncio Redirect 1	1590177355544	1590177355545	OK	 
REQUEST	3570		Login	1590177355541	1590177355545	OK	 
REQUEST	1394		FormAnuncio	1590177355542	1590177355545	OK	 
REQUEST	897		FieldEmpty Redirect 1	1590177355544	1590177355546	OK	 
REQUEST	1394		FormAnuncio Redirect 1	1590177355545	1590177355547	OK	 
REQUEST	1761		ShowFiesta	1590177355539	1590177355549	OK	 
REQUEST	1784		ShowFiesta	1590177355536	1590177355549	OK	 
REQUEST	1783		ShowFiesta	1590177355550	1590177355554	OK	 
REQUEST	872		AnuncioCreated	1590177355558	1590177355559	OK	 
USER	CrearAnuncioTestPositivo	4021	START	1590177355559	1590177355559
USER	CrearAnuncioTestNegativo	4046	START	1590177355562	1590177355562
REQUEST	872		AnuncioCreated Redirect 1	1590177355559	1590177355564	OK	 
REQUEST	4021		Welcome	1590177355561	1590177355567	OK	 
REQUEST	4046		Welcome	1590177355562	1590177355568	OK	 
REQUEST	900		FieldEmpty	1590177355570	1590177355573	OK	 
REQUEST	875		AnuncioCreated	1590177355570	1590177355575	OK	 
REQUEST	900		FieldEmpty Redirect 1	1590177355573	1590177355576	OK	 
REQUEST	875		AnuncioCreated Redirect 1	1590177355575	1590177355578	OK	 
REQUEST	1370		FormAnuncio	1590177355579	1590177355581	OK	 
REQUEST	1395		FormAnuncio	1590177355579	1590177355582	OK	 
REQUEST	1370		FormAnuncio Redirect 1	1590177355581	1590177355584	OK	 
USER	CrearAnuncioTestPositivo	570	END	1590177286547	1590177355585
REQUEST	2620		Logged	1590177355580	1590177355585	OK	 
REQUEST	1395		FormAnuncio Redirect 1	1590177355582	1590177355587	OK	 
REQUEST	3571		Login	1590177355584	1590177355587	OK	 
REQUEST	3596		Login	1590177355584	1590177355590	OK	 
REQUEST	873		AnuncioCreated	1590177355585	1590177355590	OK	 
REQUEST	2620		Logged Redirect 1	1590177355585	1590177355590	OK	 
REQUEST	873		AnuncioCreated Redirect 1	1590177355590	1590177355592	OK	 
REQUEST	903		AnuncioCreated	1590177355593	1590177355595	OK	 
REQUEST	903		AnuncioCreated Redirect 1	1590177355595	1590177355597	OK	 
REQUEST	2645		Logged	1590177355583	1590177355598	OK	 
REQUEST	2645		Logged Redirect 1	1590177355599	1590177355600	OK	 
REQUEST	2646		Logged	1590177355591	1590177355601	OK	 
REQUEST	1787		ShowFiesta	1590177355593	1590177355604	OK	 
REQUEST	1785		ShowFiesta	1590177355598	1590177355604	OK	 
REQUEST	2646		Logged Redirect 1	1590177355601	1590177355605	OK	 
USER	CrearAnuncioTestNegativo	4047	START	1590177355606	1590177355606
USER	CrearAnuncioTestPositivo	4022	START	1590177355606	1590177355606
REQUEST	2621		Logged	1590177355598	1590177355609	OK	 
REQUEST	1760		ShowFiesta	1590177355601	1590177355610	OK	 
REQUEST	4047		Welcome	1590177355606	1590177355612	OK	 
REQUEST	2621		Logged Redirect 1	1590177355609	1590177355612	OK	 
REQUEST	4022		Welcome	1590177355606	1590177355613	OK	 
REQUEST	1371		FormAnuncio	1590177355615	1590177355617	OK	 
USER	CrearAnuncioTestPositivo	571	END	1590177286579	1590177355618
REQUEST	1371		FormAnuncio Redirect 1	1590177355617	1590177355619	OK	 
REQUEST	3597		Login	1590177355637	1590177355639	OK	 
USER	CrearAnuncioTestNegativo	64	END	1590177275300	1590177355641
REQUEST	3572		Login	1590177355640	1590177355643	OK	 
REQUEST	1396		FormAnuncio	1590177355640	1590177355644	OK	 
REQUEST	1396		FormAnuncio Redirect 1	1590177355644	1590177355646	OK	 
USER	CrearAnuncioTestPositivo	4023	START	1590177355645	1590177355645
USER	CrearAnuncioTestNegativo	4048	START	1590177355648	1590177355648
USER	CrearAnuncioTestNegativo	63	END	1590177275268	1590177355649
REQUEST	2622		Logged	1590177355633	1590177355651	OK	 
REQUEST	2622		Logged Redirect 1	1590177355651	1590177355653	OK	 
REQUEST	2647		Logged	1590177355635	1590177355653	OK	 
REQUEST	2647		Logged Redirect 1	1590177355653	1590177355655	OK	 
REQUEST	4048		Welcome	1590177355648	1590177355655	OK	 
REQUEST	1762		ShowFiesta	1590177355644	1590177355655	OK	 
REQUEST	4023		Welcome	1590177355646	1590177355655	OK	 
USER	CrearAnuncioTestNegativo	68	END	1590177275458	1590177355664
USER	CrearAnuncioTestNegativo	67	END	1590177275425	1590177355664
USER	CrearAnuncioTestPositivo	572	END	1590177286626	1590177355665
REQUEST	3598		Login	1590177355664	1590177355667	OK	 
REQUEST	1372		FormAnuncio	1590177355664	1590177355667	OK	 
REQUEST	1397		FormAnuncio	1590177355664	1590177355668	OK	 
REQUEST	1764		ShowFiesta	1590177355664	1590177355669	OK	 
REQUEST	3573		Login	1590177355665	1590177355669	OK	 
REQUEST	1372		FormAnuncio Redirect 1	1590177355667	1590177355670	OK	 
REQUEST	1397		FormAnuncio Redirect 1	1590177355668	1590177355671	OK	 
REQUEST	876		AnuncioCreated	1590177355669	1590177355671	OK	 
REQUEST	876		AnuncioCreated Redirect 1	1590177355671	1590177355673	OK	 
USER	CrearAnuncioTestPositivo	4024	START	1590177355681	1590177355681
REQUEST	1763		ShowFiesta	1590177355680	1590177355683	OK	 
USER	CrearAnuncioTestNegativo	4049	START	1590177355683	1590177355683
REQUEST	2623		Logged	1590177355680	1590177355686	OK	 
REQUEST	2648		Logged	1590177355680	1590177355687	OK	 
REQUEST	4049		Welcome	1590177355684	1590177355688	OK	 
REQUEST	2623		Logged Redirect 1	1590177355686	1590177355688	OK	 
REQUEST	4024		Welcome	1590177355682	1590177355688	OK	 
USER	CrearAnuncioTestNegativo	65	END	1590177275346	1590177355688
REQUEST	2648		Logged Redirect 1	1590177355687	1590177355689	OK	 
REQUEST	1373		FormAnuncio	1590177355689	1590177355692	OK	 
REQUEST	1373		FormAnuncio Redirect 1	1590177355692	1590177355694	OK	 
REQUEST	1788		ShowFiesta	1590177355689	1590177355695	OK	 
REQUEST	3574		Login	1590177355698	1590177355699	OK	 
REQUEST	1398		FormAnuncio	1590177355698	1590177355700	OK	 
REQUEST	930		FieldEmpty	1590177355698	1590177355701	OK	 
REQUEST	928		FieldEmpty	1590177355698	1590177355701	OK	 
REQUEST	928		FieldEmpty Redirect 1	1590177355701	1590177355702	OK	 
REQUEST	930		FieldEmpty Redirect 1	1590177355701	1590177355703	OK	 
REQUEST	1398		FormAnuncio Redirect 1	1590177355700	1590177355703	OK	 
USER	CrearAnuncioTestNegativo	66	END	1590177275378	1590177355711
REQUEST	3599		Login	1590177355712	1590177355714	OK	 
REQUEST	2649		Logged	1590177355711	1590177355716	OK	 
REQUEST	2624		Logged	1590177355711	1590177355717	OK	 
REQUEST	2649		Logged Redirect 1	1590177355716	1590177355719	OK	 
REQUEST	2624		Logged Redirect 1	1590177355717	1590177355720	OK	 
USER	CrearAnuncioTestNegativo	4050	START	1590177355727	1590177355727
USER	CrearAnuncioTestPositivo	4025	START	1590177355727	1590177355727
USER	CrearAnuncioTestPositivo	573	END	1590177286658	1590177355729
REQUEST	906		AnuncioCreated	1590177355727	1590177355730	OK	 
REQUEST	906		AnuncioCreated Redirect 1	1590177355730	1590177355731	OK	 
REQUEST	4025		Welcome	1590177355727	1590177355732	OK	 
REQUEST	4050		Welcome	1590177355727	1590177355732	OK	 
REQUEST	3600		Login	1590177355742	1590177355744	OK	 
REQUEST	3575		Login	1590177355742	1590177355744	OK	 
USER	CrearAnuncioTestPositivo	574	END	1590177286704	1590177355758
USER	CrearAnuncioTestPositivo	4026	START	1590177355759	1590177355759
USER	CrearAnuncioTestNegativo	4051	START	1590177355759	1590177355759
REQUEST	1374		FormAnuncio	1590177355758	1590177355762	OK	 
REQUEST	901		FieldEmpty	1590177355758	1590177355762	OK	 
REQUEST	1399		FormAnuncio	1590177355758	1590177355762	OK	 
REQUEST	4026		Welcome	1590177355759	1590177355765	OK	 
REQUEST	901		FieldEmpty Redirect 1	1590177355762	1590177355765	OK	 
REQUEST	4051		Welcome	1590177355759	1590177355766	OK	 
REQUEST	1374		FormAnuncio Redirect 1	1590177355762	1590177355767	OK	 
REQUEST	1399		FormAnuncio Redirect 1	1590177355762	1590177355767	OK	 
REQUEST	2625		Logged	1590177355774	1590177355778	OK	 
REQUEST	3576		Login	1590177355778	1590177355780	OK	 
REQUEST	3601		Login	1590177355778	1590177355780	OK	 
REQUEST	2625		Logged Redirect 1	1590177355778	1590177355782	OK	 
REQUEST	910		AnuncioCreated	1590177355779	1590177355783	OK	 
USER	CrearAnuncioTestPositivo	575	END	1590177286738	1590177355785
REQUEST	910		AnuncioCreated Redirect 1	1590177355783	1590177355785	OK	 
REQUEST	1400		FormAnuncio	1590177355784	1590177355786	OK	 
REQUEST	1400		FormAnuncio Redirect 1	1590177355786	1590177355787	OK	 
REQUEST	1375		FormAnuncio	1590177355783	1590177355787	OK	 
REQUEST	2650		Logged	1590177355774	1590177355788	OK	 
REQUEST	1375		FormAnuncio Redirect 1	1590177355787	1590177355790	OK	 
REQUEST	877		AnuncioCreated	1590177355788	1590177355790	OK	 
REQUEST	877		AnuncioCreated Redirect 1	1590177355790	1590177355791	OK	 
REQUEST	2650		Logged Redirect 1	1590177355788	1590177355791	OK	 
USER	CrearAnuncioTestPositivo	4027	START	1590177355805	1590177355805
REQUEST	932		FieldEmpty	1590177355805	1590177355809	OK	 
REQUEST	904		AnuncioCreated	1590177355806	1590177355811	OK	 
REQUEST	1789		ShowFiesta	1590177355805	1590177355811	OK	 
REQUEST	932		FieldEmpty Redirect 1	1590177355809	1590177355811	OK	 
USER	CrearAnuncioTestNegativo	4052	START	1590177355811	1590177355811
REQUEST	2626		Logged	1590177355805	1590177355813	OK	 
REQUEST	4027		Welcome	1590177355806	1590177355814	OK	 
REQUEST	2626		Logged Redirect 1	1590177355813	1590177355816	OK	 
REQUEST	904		AnuncioCreated Redirect 1	1590177355811	1590177355817	OK	 
REQUEST	4052		Welcome	1590177355812	1590177355818	OK	 
REQUEST	3602		Login	1590177355822	1590177355823	OK	 
REQUEST	1790		ShowFiesta	1590177355820	1590177355824	OK	 
REQUEST	3577		Login	1590177355826	1590177355827	OK	 
USER	CrearAnuncioTestPositivo	576	END	1590177286782	1590177355830
REQUEST	938		FieldEmpty	1590177355829	1590177355830	OK	 
REQUEST	1376		FormAnuncio	1590177355829	1590177355831	OK	 
REQUEST	1401		FormAnuncio	1590177355829	1590177355831	OK	 
REQUEST	938		FieldEmpty Redirect 1	1590177355830	1590177355831	OK	 
REQUEST	2651		Logged	1590177355820	1590177355833	OK	 
REQUEST	1401		FormAnuncio Redirect 1	1590177355831	1590177355834	OK	 
REQUEST	1376		FormAnuncio Redirect 1	1590177355831	1590177355835	OK	 
REQUEST	2651		Logged Redirect 1	1590177355833	1590177355835	OK	 
USER	CrearAnuncioTestNegativo	4078	START	1590177355839	1590177355839
REQUEST	1765		ShowFiesta	1590177355838	1590177355843	OK	 
REQUEST	4078		Welcome	1590177355840	1590177355846	OK	 
USER	CrearAnuncioTestNegativo	71	END	1590177275581	1590177355850
USER	CrearAnuncioTestPositivo	4053	START	1590177355854	1590177355854
REQUEST	2652		Logged	1590177355848	1590177355858	OK	 
REQUEST	2652		Logged Redirect 1	1590177355858	1590177355861	OK	 
REQUEST	2627		Logged	1590177355848	1590177355861	OK	 
REQUEST	4053		Welcome	1590177355854	1590177355863	OK	 
REQUEST	2627		Logged Redirect 1	1590177355861	1590177355865	OK	 
USER	CrearAnuncioTestNegativo	69	END	1590177275503	1590177355865
REQUEST	912		AnuncioCreated	1590177355867	1590177355870	OK	 
REQUEST	912		AnuncioCreated Redirect 1	1590177355870	1590177355871	OK	 
REQUEST	1402		FormAnuncio	1590177355870	1590177355874	OK	 
REQUEST	1377		FormAnuncio	1590177355872	1590177355875	OK	 
REQUEST	1377		FormAnuncio Redirect 1	1590177355875	1590177355876	OK	 
REQUEST	1402		FormAnuncio Redirect 1	1590177355874	1590177355876	OK	 
USER	CrearAnuncioTestNegativo	70	END	1590177275538	1590177355879
REQUEST	935		FieldEmpty	1590177355879	1590177355882	OK	 
USER	CrearAnuncioTestNegativo	4079	START	1590177355882	1590177355882
REQUEST	2653		Logged	1590177355866	1590177355884	OK	 
REQUEST	2678		Logged	1590177355878	1590177355884	OK	 
REQUEST	902		FieldEmpty	1590177355880	1590177355885	OK	 
REQUEST	2678		Logged Redirect 1	1590177355884	1590177355886	OK	 
REQUEST	935		FieldEmpty Redirect 1	1590177355882	1590177355886	OK	 
REQUEST	2653		Logged Redirect 1	1590177355884	1590177355887	OK	 
REQUEST	3603		Login	1590177355882	1590177355888	OK	 
REQUEST	4079		Welcome	1590177355882	1590177355891	OK	 
REQUEST	902		FieldEmpty Redirect 1	1590177355885	1590177355891	OK	 
REQUEST	1403		FormAnuncio	1590177355894	1590177355895	OK	 
USER	CrearAnuncioTestPositivo	4054	START	1590177355894	1590177355894
REQUEST	1403		FormAnuncio Redirect 1	1590177355895	1590177355896	OK	 
REQUEST	3628		Login	1590177355892	1590177355896	OK	 
REQUEST	4054		Welcome	1590177355894	1590177355900	OK	 
REQUEST	3604		Login	1590177355898	1590177355902	OK	 
REQUEST	3629		Login	1590177355898	1590177355904	OK	 
REQUEST	1428		FormAnuncio	1590177355898	1590177355904	OK	 
REQUEST	1428		FormAnuncio Redirect 1	1590177355904	1590177355906	OK	 
USER	CrearAnuncioTestPositivo	603	END	1590177286833	1590177355920
USER	CrearAnuncioTestPositivo	577	END	1590177286832	1590177355921
USER	CrearAnuncioTestNegativo	4080	START	1590177355923	1590177355923
REQUEST	4080		Welcome	1590177355923	1590177355927	OK	 
USER	CrearAnuncioTestPositivo	4055	START	1590177355932	1590177355932
REQUEST	2679		Logged	1590177355928	1590177355936	OK	 
REQUEST	2654		Logged	1590177355930	1590177355937	OK	 
REQUEST	4055		Welcome	1590177355932	1590177355938	OK	 
REQUEST	2679		Logged Redirect 1	1590177355936	1590177355941	OK	 
REQUEST	2654		Logged Redirect 1	1590177355937	1590177355942	OK	 
REQUEST	1404		FormAnuncio	1590177355940	1590177355943	OK	 
REQUEST	1429		FormAnuncio	1590177355941	1590177355943	OK	 
REQUEST	1429		FormAnuncio Redirect 1	1590177355943	1590177355944	OK	 
REQUEST	1404		FormAnuncio Redirect 1	1590177355943	1590177355947	OK	 
REQUEST	3605		Login	1590177355965	1590177355967	OK	 
USER	CrearAnuncioTestNegativo	4081	START	1590177355966	1590177355966
REQUEST	3630		Login	1590177355966	1590177355969	OK	 
REQUEST	1405		FormAnuncio	1590177355971	1590177355974	OK	 
REQUEST	1430		FormAnuncio	1590177355971	1590177355976	OK	 
REQUEST	1405		FormAnuncio Redirect 1	1590177355974	1590177355976	OK	 
REQUEST	1430		FormAnuncio Redirect 1	1590177355976	1590177355977	OK	 
USER	CrearAnuncioTestPositivo	4056	START	1590177355978	1590177355978
REQUEST	3606		Login	1590177355982	1590177355984	OK	 
REQUEST	3631		Login	1590177355984	1590177355987	OK	 
REQUEST	2655		Logged	1590177355961	1590177355993	OK	 
REQUEST	1767		ShowFiesta	1590177355982	1590177355996	OK	 
REQUEST	2655		Logged Redirect 1	1590177355993	1590177355997	OK	 
REQUEST	2680		Logged	1590177355962	1590177355999	OK	 
REQUEST	2680		Logged Redirect 1	1590177355999	1590177356001	OK	 
REQUEST	4056		Welcome	1590177355978	1590177356003	OK	 
REQUEST	1791		ShowFiesta	1590177355978	1590177356004	OK	 
REQUEST	1766		ShowFiesta	1590177355971	1590177356006	OK	 
REQUEST	4081		Welcome	1590177355968	1590177356006	OK	 
REQUEST	1792		ShowFiesta	1590177356009	1590177356013	OK	 
REQUEST	940		FieldEmpty	1590177356014	1590177356016	OK	 
USER	CrearAnuncioTestNegativo	4082	START	1590177356018	1590177356018
REQUEST	940		FieldEmpty Redirect 1	1590177356016	1590177356018	OK	 
USER	CrearAnuncioTestNegativo	74	END	1590177275706	1590177356018
USER	CrearAnuncioTestPositivo	4057	START	1590177356018	1590177356018
REQUEST	2656		Logged	1590177356011	1590177356025	OK	 
REQUEST	4057		Welcome	1590177356019	1590177356028	OK	 
REQUEST	2656		Logged Redirect 1	1590177356025	1590177356030	OK	 
REQUEST	1786		ShowFiesta	1590177356013	1590177356031	OK	 
REQUEST	4082		Welcome	1590177356018	1590177356032	OK	 
REQUEST	2681		Logged	1590177356011	1590177356033	OK	 
REQUEST	2681		Logged Redirect 1	1590177356034	1590177356036	OK	 
USER	CrearAnuncioTestNegativo	75	END	1590177275738	1590177356044
USER	CrearAnuncioTestNegativo	4083	START	1590177356045	1590177356045
REQUEST	3632		Login	1590177356044	1590177356046	OK	 
REQUEST	3607		Login	1590177356044	1590177356049	OK	 
USER	CrearAnuncioTestPositivo	604	END	1590177286895	1590177356051
REQUEST	931		FieldEmpty	1590177356050	1590177356052	OK	 
REQUEST	907		AnuncioCreated	1590177356050	1590177356052	OK	 
